1	41385.0	41291.0
2	39042.0	38580.0
3	36610.0	35419.0
4	38612.5	34683.0
5	38403.5	32170.0
6	36707.5	32170.0
7	35037.0	28908.0
8	33644.0	26763.0
9	35646.5	26395.0
10	35646.5	27740.5
11	33885.5	27740.5
12	32492.5	25783.0
13	31270.0	23625.0
14	32170.0	23625.0
15	31961.0	22655.0
16	30823.0	22655.0
17	29685.0	20865.0
18	28745.0	19095.0
19	30832.5	19095.0
20	30832.5	20296.5
21	29524.5	18506.5
22	28584.5	16804.0
23	30672.0	16804.0
24	29732.0	15014.0
25	29523.0	13755.0
26	28838.0	11965.0
27	30925.5	11965.0
28	30240.5	10175.0
29	29764.5	8586.0
30	29764.5	9191.0
31	31852.0	9191.0
32	31376.0	7401.0
33	30900.0	5611.0
34	30662.0	4034.0
35	32170.0	4034.0
36	32170.0	3441.5
37	31932.0	1651.5
38	31932.0	0.0
